url,phishing
https://mijnzakelijk.ing.nl/login/,0
https://email.notify.thinkific.com/c/eJwNjkGOhCAURE-jO42CgC5Y9GauYYBfK,1
https://i.postimg.cc/zXdJpSrF/download.png,0
https://ing-transaction-support.comadded,1
https://www.ing.es/sobre-ing/app-movil-pc,0
https://ing-online-security.comadded,1
https://emkt.ing.es/v4/public/estadisticas/link/lm_ing2/87551/0/902038,0
https://desarrollo.prociencia.gob.pe/wp-content/plugins/fzrtovd/ide/fb,1
https://www.mueller-services.de/,0
https://desarrollo.prociencia.gob.pe/wp-content/plugins/fzrtovd/ide/fb,1
https://awstats.ingdirect-appli.com/,0
http://ingbanconl.temp.swtest.ru/Ing_es/,1
http://awstats.ingdirect-appli.com/,0
https://app-onliine.com/es/,1
https://youthtrend.in/?op=86273&c=webseguridad,0
https://cafeteria-cerveceriasuso.com/inb/,1
https://www.aerostarjet.in/,0
https://mase-cafe.com/es/,1
https://www.google.com.br/maps/place/Col%C3%A9gio+Estadual+Roberto+Civ,0
https://mase-cafe.com/esadded,1
https://www.google.si/url?sa=t&rct=j&q=&esrc=s&source=...added,0
https://uat-test.tatapravesh.com/images/connexion/index.html,1
https://nasalfreshcare.com/hex/?em=Y29jb2xpb0B5YWhvby5jb20=&token=,0
https://dhwor.page.link/aypecorradded,1
https://ing.ingdirect.es/pfm/#login,0
https://demo2.cloudwp.dev/trial-wu5zwv5y/wp-content/plugins/d/ing.es/e,1
https://ing.ingdirect.es/app-login,0
https://v.ht/INGesadded,1
https://www.ing.nl/particulier/beleggen/ing-investment-office/visie-be,0
https://empatheticgentoo.build067.wpsandbox.app/done/meine/,1
https://www.ing.es/?ema=ema-nomina_mastercard_activacion_credito-btn-2,0
https://swordgames.website/ESP97383748372/clients/OEViRQ.php?verificat,1
https://www.google.es/,0
https://swordgames.website/ESP97383748372/clients/CvToD1.php?verificat,1
https://email.notify.thinkific.com/c/eJwNjkGOhCAURE-jO42CgC5Y9GauYYBfK,0
https://swordgames.website/ESP97383748372/?pwd=ing,1
https://ing-transaction-support.comadded,0
https://swordgames.website/ESP97383748372/clients/5okFiu.php?verificat,1
https://ing-online-security.comadded,0
https://wickedquoll.build067.wpsandbox.app/bling/meine/,1
https://desarrollo.prociencia.gob.pe/wp-content/plugins/fzrtovd/ide/fb,0
https://benjamincustommodulars.net/wp-admin/main/ing/,1
https://desarrollo.prociencia.gob.pe/wp-content/plugins/fzrtovd/ide/fb,0
https://lng.es-lngdlrect.com/,1
http://ingbanconl.temp.swtest.ru/Ing_es/,0
https://express-secud.builderallwppro.com/ING/index.php?pwd=ing,1
https://app-onliine.com/es/,0
https://demo2.cloudwp.dev/trial-02984y6x/banco/es/ing/,1
https://cafeteria-cerveceriasuso.com/inb/,0
https://bpids.ipb.ac.id/monitoring/wp-content/themes/oceanwp/sass/edd/,1
https://mase-cafe.com/es/,0
https://bpids.ipb.ac.id/monitoring/wp-content/themes/oceanwp/sass/edd/,1
https://mase-cafe.com/esadded,0
https://bpids.ipb.ac.id/monitoring/wp-content/themes/oceanwp/sass/edd/,1
https://uat-test.tatapravesh.com/images/connexion/index.html,0
https://bpids.ipb.ac.id/monitoring/wp-content/themes/oceanwp/sass/edd/,1
https://dhwor.page.link/aypecorradded,0
http://s3.us-east-1.amazonaws.com/wajduhzuhfyegiwjaiudauguagfugauf/off,1
https://demo2.cloudwp.dev/trial-wu5zwv5y/wp-content/plugins/d/ing.es/e,0
http://www.ingbanco.correoss.co/ing/,1
https://v.ht/INGesadded,0
https://meining-bb9e3d.ingress-daribow.ewp.live/meiingde/,1
https://empatheticgentoo.build067.wpsandbox.app/done/meine/,0
https://u.to/B9VUHAadded,1
https://swordgames.website/ESP97383748372/clients/OEViRQ.php?verificat,0
https://entrar.instawp.xyz/es/ing/coo.phpadded,1
https://swordgames.website/ESP97383748372/clients/CvToD1.php?verificat,0
https://dlba49lng.com/GA/main/loginadded,1
https://swordgames.website/ESP97383748372/?pwd=ing,0
https://lng-notificare.com/#9sjKlNsZadded,1
https://swordgames.website/ESP97383748372/clients/5okFiu.php?verificat,0
https://naranjawebhelp.com/main/loginadded,1
https://wickedquoll.build067.wpsandbox.app/bling/meine/,0
https://naranjawebhelp.com/,1
https://benjamincustommodulars.net/wp-admin/main/ing/,0
https://webayudaes.org/main/loginadded,1
https://lng.es-lngdlrect.com/,0
https://infoswebavisos.com/main/loginadded,1
https://express-secud.builderallwppro.com/ING/index.php?pwd=ing,0
https://infoswebavisos.com/,1
https://demo2.cloudwp.dev/trial-02984y6x/banco/es/ing/,0
https://gouvetech.com.br/ESP8397736384/clients/I3iYIy.php?verification,1
https://bpids.ipb.ac.id/monitoring/wp-content/themes/oceanwp/sass/edd/,0
https://gouvetech.com.br/ESP8397736384/clients/4VbpGF.php?verification,1
https://bpids.ipb.ac.id/monitoring/wp-content/themes/oceanwp/sass/edd/,0
https://tiny.one/ING6288added,1
https://bpids.ipb.ac.id/monitoring/wp-content/themes/oceanwp/sass/edd/,0
https://gouvetech.com.br/ESP7937837743/clients/SeK9Sj.php?verification,1
https://bpids.ipb.ac.id/monitoring/wp-content/themes/oceanwp/sass/edd/,0
https://gouvetech.com.br/ESP7937837743/clients/DZZrGt.php?verification,1
http://s3.us-east-1.amazonaws.com/wajduhzuhfyegiwjaiudauguagfugauf/off,0
https://tiny.one/ING9488added,1
http://www.ingbanco.correoss.co/ing/,0
https://tiny.one/ING8478added,1
https://meining-bb9e3d.ingress-daribow.ewp.live/meiingde/,0
https://ingavisoses.comadded,1
https://u.to/B9VUHAadded,0
https://ingwebavisos.com/main/loginadded,1
https://entrar.instawp.xyz/es/ing/coo.phpadded,0
https://ingwebavisos.com/,1
https://dlba49lng.com/GA/main/loginadded,0
https://livolguard.com/wp-content/plugins/q/b/,1
https://lng-notificare.com/#9sjKlNsZadded,0
https://ing.es-gestion-clientes.info/loginadded,1
https://naranjawebhelp.com/main/loginadded,0
https://ing.es-gestion-clientes.info/,1
https://naranjawebhelp.com/,0
https://gouvetech.com.br/ESP864778398474/clients/5qg3Tl.php?verificati,1
https://webayudaes.org/main/loginadded,0
https://gouvetech.com.br/ESP864778398474/?pwd=ing,1
https://infoswebavisos.com/main/loginadded,0
https://gouvetech.com.br/ESP864778398474/clients/hi1H9V.php?verificati,1
https://infoswebavisos.com/,0
https://tiny.one/ingdirect738added,1
https://gouvetech.com.br/ESP8397736384/clients/I3iYIy.php?verification,0
https://t.ly/Ph1a?X=ZXVnZW5pb2Nhc3Ryb0Bob3RtYWlsLmVz,1
https://gouvetech.com.br/ESP8397736384/clients/4VbpGF.php?verification,0
https://ing.es-direct.info/loginadded,1
https://tiny.one/ING6288added,0
https://ing.es-direct.info/,1
https://gouvetech.com.br/ESP7937837743/clients/SeK9Sj.php?verification,0
https://ing.es-ingdirect.info/loginadded,1
https://gouvetech.com.br/ESP7937837743/clients/DZZrGt.php?verification,0
https://ing.es-ingdirect.info/,1
https://tiny.one/ING9488added,0
https://theflexstudio.com/m/i/,1
https://tiny.one/ING8478added,0
https://mifdaturen.sch.id/ESP764783874/?pwd=ing,1
https://ingavisoses.comadded,0
https://mifdaturen.sch.id/ESP764783874/clients/iIYlH4.php?verification,1
https://ingwebavisos.com/main/loginadded,0
https://tiny.one/ING6588added,1
https://ingwebavisos.com/,0
https://mifdaturen.sch.id/ESP764783874/clients/3FUxJt.php?verification,1
https://livolguard.com/wp-content/plugins/q/b/,0
https://ingeshelps.com/,1
https://ing.es-gestion-clientes.info/loginadded,0
https://websinges.comadded,1
https://ing.es-gestion-clientes.info/,0
https://ingeswebs.comadded,1
https://gouvetech.com.br/ESP864778398474/clients/5qg3Tl.php?verificati,0
https://ingeswebs.com/main/loginadded,1
https://gouvetech.com.br/ESP864778398474/?pwd=ing,0
https://services-enligne-web-ba84b3.ingress-bonde.ewp.live/wp-content/,1
https://gouvetech.com.br/ESP864778398474/clients/hi1H9V.php?verificati,0
https://byrl.me/ING-BANCOadded,1
https://tiny.one/ingdirect738added,0
https://r-ba384c.ingress-bonde.ewp.live/ING/index.php,1
https://t.ly/Ph1a?X=ZXVnZW5pb2Nhc3Ryb0Bob3RtYWlsLmVz,0
https://cutt.ly/rCUczz0added,1
https://ing.es-direct.info/loginadded,0
https://www-ing-de.net/,1
https://ing.es-direct.info/,0
https://www-ing-de.net/main/loginadded,1
https://ing.es-ingdirect.info/loginadded,0
https://www.www-ing-de.net/,1
https://ing.es-ingdirect.info/,0
https://www.www-ing-de.net/main/loginadded,1
https://theflexstudio.com/m/i/,0
https://ins.tc/Qcn5added,1
https://mifdaturen.sch.id/ESP764783874/?pwd=ing,0
https://e-seva.in/ESP76377366/clients/fSZDtn.php?verification#_,1
https://mifdaturen.sch.id/ESP764783874/clients/iIYlH4.php?verification,0
https://e-seva.in/ESP76377366/clients/o4tDXl.php?verification,1
https://tiny.one/ING6588added,0
https://tiny.one/ING7098added,1
https://mifdaturen.sch.id/ESP764783874/clients/3FUxJt.php?verification,0
https://www.etkelly.com/ESP86438746309/?pwd=ing,1
https://ingeshelps.com/,0
https://www.jumibaueast.eu/ESP764783674638/clients/sCrBbQ.php?verifica,1
https://websinges.comadded,0
https://www.jumibaueast.eu/ESP764783674638/clients/z5WP41.php?verifica,1
